"location"	"source"	"target"
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_11_a_dilemmaFIRST"	"下令追杀停云！"	""
"dilemmas_localised_title_kafka_mission_11_b_dilemma"	"卡芙卡来访"	""
"dilemmas_localised_description_kafka_mission_11_b_dilemma"	"你在等待停云的调查结果时，卡芙卡忽然登门来访。你担心她不怀好意，但是也不能妄加揣测，你决定："	""
"cdir_events_dilemma_choice_details_localised_choice_title_kafka_mission_11_b_dilemmaFIRST"	"你叫侍卫出门告知，你今日有事，不在府内。"	""
"cdir_events_dilemma_choice_details_localised_choice_title_kafka_mission_11_b_dilemmaSECOND"	"你亲自出门迎接卡芙卡。"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_11_b_dilemmaFIRST"	"假装不在家"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_11_b_dilemmaSECOND"	"出门迎接"	""
"incidents_localised_title_kafka_mission_11_b_incident"	"卡芙卡来访"	""
"incidents_localised_description_kafka_mission_11_b_incident"	"[[col:dark_grey]]你邀请卡芙卡进屋，并唤侍从准备茶点。[[/col]]\\n\\n我：「将军不必客气，此行有何贵干？」\\n\\n「如果你还是被停云蒙在鼓里，那我可要开门见山了。」卡芙卡笑着说，「我听说停云那个小丫头在找我的证据，现在宫中遍布着她的眼线。可惜，她还是嫩了点，如果真如她所说，我若要杀你，那你早就被杀了。谁叫我是那么的信任你，现在只能主动找你谈谈了。到目前为止，你有没有想过，为什么我们杀不死幻胧？」\\n\\n我：「吾不得而知。」\\n\\n卡芙卡：「你所看见的，并不是你所看见的。说得直白一点，[[col:blue]]眼前的幻胧不是幻胧，那我们怎么杀得死她呢？[[/col]]」\\n\\n我陷入沉思，如果幻胧不是幻胧，那么谁才是幻胧？\\n\\n「我相信你的判断。」卡芙卡用她那双深邃的粉瞳望着我，让我感到一丝紧张。在那充满智慧，杀气，神秘的眼神中，我似乎已经察觉到了什么。\\n\\n天色渐晚，我与卡芙卡告别，大家都相安无事。结合之前发生的一连串怪事，我不禁胡思乱想，[[col:blue]]如果那个幻胧不是真正的幻胧，莫非……真正的幻胧正潜伏在我身边？[[/col]]"	""
"missions_localised_title_kafka_mission_12_a"	"追杀停云"	""
"missions_localised_description_kafka_mission_12_a"	"如今停云已然叛逃，且世人皆知此人乃幻胧之分身，我等定要诛之！"	""
"missions_localised_supplementary_text_kafka_mission_12_a"	""	""
"campaign_payload_ui_details_description_kafka_mission_12_a"	"亡故角色：停云"	""
"dilemmas_localised_title_kafka_mission_12_dilemma"	"真相大白"	""
"dilemmas_localised_description_kafka_mission_12_dilemma"	"[[col:dark_grey]]这一日，卡芙卡没有参与廷议。停云呈上一份文件，原来是她的情报网对卡芙卡的调查报告。你拆开阅读。[[/col]]\\n\\n[[col:geo]]卡芙卡实乃幻胧之细作，其证据有三：[[/col]]\\n[[col:geo]]一、卡芙卡表面一套，背地一套，难以捉摸，然我等已查明，是卡芙卡引诱幻胧侵入此世间。[[/col]]\\n[[col:geo]]二、昔日主公落入埋伏，实乃卡芙卡之计谋，妄图铲除主公，然被停云救下，因此卡芙卡处处与停云针锋相对。[[/col]]\\n[[col:geo]]三、卡芙卡为方便幻胧之大军推进，故而投靠主公，妄图获取主公信任，以便接近行刺，谋权篡位，里应外合，实乃阴险。[[/col]]\\n\\n「诸位谋士怎么看？」我抬头问向大家，众臣议论纷纷。\\n\\n谋士曰：「臣以为，卡芙卡此人，罪不可赦，应当捉拿问斩。」\\n\\n此时我得做出决定："	""
"cdir_events_dilemma_choice_details_localised_choice_title_kafka_mission_12_dilemmaFIRST"	"「主公，卡芙卡今不知所踪，我等这就传令下去，通缉卡芙卡！」谋士曰。"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_12_dilemmaFIRST"	"下令捉拿卡芙卡"	""
"cdir_events_dilemma_choice_details_localised_choice_title_kafka_mission_12_dilemmaSECOND"	"谋士不解：「主公，这是为何？」\\n\\n我：「捉拿停云，没听见吗？」\\n\\n「捉拿我？你疯了吗？你知道你在做什么吗？」停云气愤喊道。\\n\\n我大喊：「拿下去！斩了！」\\n\\n士兵将停云押下去了。"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_12_dilemmaSECOND"	"下令捉拿停云"	""
"dilemmas_localised_title_kafka_mission_12_a_dilemma"	"真相大白"	""
"dilemmas_localised_description_kafka_mission_12_a_dilemma"	"[[col:dark_grey]]这一日，卡芙卡没有参与廷议。停云呈上一份文件，原来是她的情报网对卡芙卡的调查报告。你拆开阅读。[[/col]]\\n\\n[[col:geo]]卡芙卡实乃幻胧之细作，其证据有三：[[/col]]\\n[[col:geo]]一、卡芙卡表面一套，背地一套，难以捉摸，然我等已查明，是卡芙卡引诱幻胧侵入此世间。[[/col]]\\n[[col:geo]]二、昔日主公落入埋伏，实乃卡芙卡之计谋，妄图铲除主公，然被停云救下，因此卡芙卡处处与停云针锋相对。[[/col]]\\n[[col:geo]]三、卡芙卡为方便幻胧之大军推进，故而投靠主公，妄图获取主公信任，以便接近行刺，谋权篡位，里应外合，实乃阴险。[[/col]]\\n\\n「诸位谋士怎么看？」我抬头问向大家，众臣议论纷纷。\\n\\n谋士曰：「臣以为，卡芙卡此人，罪不可赦，应当捉拿问斩。」\\n\\n此时我得做出决定："	""
"cdir_events_dilemma_choice_details_localised_choice_title_kafka_mission_12_a_dilemmaFIRST"	"「主公，卡芙卡今不知所踪，我等这就传令下去，通缉卡芙卡！」谋士曰。"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_12_a_dilemmaFIRST"	"下令捉拿卡芙卡"	""
"cdir_events_dilemma_choice_details_localised_choice_title_kafka_mission_12_a_dilemmaSECOND"	"谋士不解：「主公，这是为何？」\\n\\n我：「捉拿停云，没听见吗？」\\n\\n「捉拿我？你疯了吗？你知道你在做什么吗？」停云气愤喊道。\\n\\n我大喊：「拿下去！斩了！」\\n\\n士兵将停云押下去了。"	""
"cdir_events_dilemma_choice_details_localised_choice_label_kafka_mission_12_a_dilemmaSECOND"	"下令捉拿停云"	""
"incidents_localised_title_kafka_mission_13_a_incident"	"卡芙卡逃跑了"	""
"incidents_localised_description_kafka_mission_13_a_incident"	"主公，噩耗传来！我等虽已发出通缉令，然无论如何围追堵截，卡芙卡还是杀出重围，投奔他国，而我军众多将领，皆死于她刀下。而停云也连夜出逃，我等皆被其戏耍！"	""
"incidents_localised_title_kafka_mission_13_b_incident"	"处决停云"	""
"incidents_localised_description_kafka_mission_13_b_incident"	"停云被押送刑场，壮士手起刀落，停云人头落地，然颈中所喷非鲜血，而是一团青色火焰，这便是那幻胧。\\n\\n她愤愤道：「没想到，这也被你识破了。不过，你也活不了多久了，整个世界都将毁灭！」随后便化作青烟离去。\\n\\n众臣皆惊叹：「主公英明，不然错杀好人也！」\\n\\n我：「将停云首级，挂于城门，以儆效尤。」"	""
"incidents_localised_title_kafka_mission_13_a_death_character"	"角色亡故"	""
"incidents_localised_description_kafka_mission_13_a_death_character"	"这位将领在舍命追击叛逃者时竟惨遭其杀害，全军上下无不哀悼追忆其英勇作为。"	""
"missions_localised_title_kafka_mission_14"	"迎战幻胧！"	""
"missions_localised_description_kafka_mission_14"	"如今停云已死，幻胧原形毕露，我军需乘胜追击，击败幻胧！"	""
"missions_localised_title_kafka_mission_14_a"	"迎战幻胧！"	""
"missions_localised_description_kafka_mission_14_a"	"如今停云已死，幻胧原形毕露，我军需乘胜追击，击败幻胧！"	""
"missions_localised_title_kafka_mission_15"	"最终决战"	""
"missions_localised_description_kafka_mission_15"	"主公，这次我们不能再让幻胧逃跑了，我们定要让她死于我军刀下！"	""
"missions_localised_title_kafka_mission_15_a"	"最终决战"	""
"missions_localised_description_kafka_mission_15_a"	"主公，这次我们不能再让幻胧逃跑了，我们定要让她死于我军刀下！"	""
"incidents_localised_title_kafka_mission_13_c_incident"	"祸不单行"	""
"incidents_localised_description_kafka_mission_13_c_incident"	"主公，噩耗传来！卡芙卡叛逃后不久，停云也连夜出逃，我等皆被其戏耍！"	""
"vo_fmv_texts_text_ep_game_lost"	""	""
"vo_fmv_texts_text_3k_main_game_lost_yellow_turbans"	""	""
"vo_fmv_texts_text_3k_main_game_lost_yuan_shao3k_main_faction_yuan_shao"	""	""
"vo_fmv_texts_text_3k_main_game_lost_earth3k_main_faction_yuan_shu"	""	""
"incidents_localised_description_summon_hlyjch"	"相传是尘世七执政之一的岩神摩拉克斯，是契约之神，掌管着璃月，被璃月百姓们亲切地称呼为「岩王帝君」。\\n\\n[[b]]属性[[/b]] [[img:icon_geo]][[/img]][[col:geo]][[b]]岩[[/b]][[/col]]\\n\\n[[col:geo]][[b]]终极技能：[[/b]][[/col]] 天动万象\\n\\n[[col:geo]][[b]]主动增益：[[/b]][[/col]] 玉嶂护盾\\n\\n[[col:geo]][[b]]召唤技能：[[/b]][[/col]] 岩脊\\n\\n[[i]]钟离可以增强友军的防御能力，技能召唤出来的岩脊、天星可以对敌军的士气造成严重打击，同时单挑能力也十分出色。[[/i]]"	""
"incidents_localised_title_summon_hlyjch"	"钟离"	""
"incidents_localised_description_summon_hlyjci"	"「璃月七星」月海亭的秘书，拥有着人类与仙兽的血脉。天性优雅娴静，但仙兽「麒麟」温柔的性情与坚定毅重的工作态度毫无冲突。\\n\\n[[b]]属性[[/b]] [[img:icon_cryo]][[/img]][[col:cryo]][[b]]冰[[/b]][[/col]]\\n\\n[[col:cryo]][[b]]终极技能：[[/b]][[/col]] 霜华矢\\n\\n[[col:cryo]][[b]]主动减益：[[/b]][[/col]] 降众天华\\n\\n[[i]]甘雨拥有超远射程，远程技能的伤害也非常高，在远距离的情况下可以做到以一敌百。但近战能力欠佳，因此应尽量避免陷入近战肉搏中。[[/i]]"	""
"incidents_localised_title_summon_hlyjci"	"甘雨"	""
"incidents_localised_description_summon_hlyjcj"	"「星核猎手」的成员，面带莫测笑容的杀手丽人，善用种类纷繁的武器和心控之术。\\n\\n[[b]]属性[[/b]] [[img:icon_lightning]][[/img]][[col:electro]][[b]]雷[[/b]][[/col]]\\n\\n[[col:electro]][[b]]终极技能：[[/b]][[/col]] 悲剧尽头的颤音\\n\\n[[i]]卡芙卡精通各类武器，战斗能力出众，拥有强大的对群技能，可对敌军造成大量伤害或者造成心理上的恐慌，是可远程也可近战的攻防兼备的全能型人物。但远程防御能力较弱，因此应避免暴露在敌对势力倾泻的箭雨之下[[/i]]"	""
"incidents_localised_title_summon_hlyjcj"	"卡芙卡"	""
"incidents_localised_description_summon_hlyjck"	"仙舟罗浮前代剑首，神策将军景元的师父，「云上五骁」首领，受魔阴身控制。\\n\\n[[b]]属性[[/b]] [[img:icon_ice]][[/img]][[col:cryo]][[b]]冰[[/b]][[/col]]\\n\\n[[col:cryo]][[b]]终极技能：[[/b]][[/col]] 昙华生灭，天河泻梦\\n\\n[[col:cryo]][[b]]主动减益：[[/b]][[/col]] 古镜照神\\n\\n[[col:cryo]][[b]]被动技能：[[/b]][[/col]] 魔阴身\\n\\n[[i]]镜流在戴眼罩的情况下，技能平庸，伤害一般，并不算出众；一旦摘下眼罩，伤害能力和防御能力将大幅提升，几乎立于不败之地，但其魔阴身会使其逐渐失控，不断消耗血量，并且陷入狂暴状态。因此，非万不得已，应尽可能戴上眼罩。[[/i]]"	""
"incidents_localised_title_summon_hlyjck"	"镜流"	""
"incidents_localised_description_summon_hlyjdingzhie"	"来自仙舟罗浮的天舶司商团，是天舶司商团「鸣火」的首席代表。\\n\\n[[b]]属性[[/b]] [[img:icon_lightning]][[/img]][[col:electro]][[b]]雷[[/b]][[/col]]\\n\\n[[col:electro]][[b]]终极技能：[[/b]][[/col]] 庆云光覆仪祷\\n\\n[[i]]停云的技能有着显著的增伤效果，在技能发动期间，我军的近战、远程伤害大幅增加，势如破竹，锐不可当，同时还可以加快我方将领的技能冷却时间。其近战威力也不弱，在单挑时也不容易落于下风。[[/i]]"	""
"incidents_localised_title_summon_hlyjdingzhie"	"停云"	""
"land_units_onscreen_name_hlyjdingzhiadanwei"	"军团长矛阴兵"	""
"land_units_onscreen_name_hlyjdingzhibdanwei"	"军团披甲盾剑阴兵"	""
"land_units_onscreen_name_hlyjdingzhicdanwei"	"军团薙刀阴兵"	""
"land_units_onscreen_name_hlyjdingzhiddanwei"	"军团骑乘阴兵"	""
"effect_bundles_localised_title_kafka_lower_satisfaction"	"关系恶化"	""
"effect_bundles_localised_description_kafka_lower_satisfaction"	"不论如何，此人的君臣关系遭受挫折，为此而感到苦恼万分"	""
"campaign_payload_ui_details_description_kafka_mission_06_choice_second"	"停云和卡芙卡之间的关系[[col:effect_icon_supplement_negative]]严重恶化[[/col]]了"	""
"effect_bundles_localised_title_kafka_lower_satisfaction_2"	"关系恶化"	""
"effect_bundles_localised_description_kafka_lower_satisfaction_2"	"不论如何，此人的君臣关系遭受挫折，为此而感到苦恼万分"	""
"effect_bundles_localised_title_kafka_lower_satisfaction_3"	"关系恶化"	""
"effect_bundles_localised_description_kafka_lower_satisfaction_3"	"不论如何，此人的君臣关系遭受挫折，为此而感到苦恼万分"	""
"effect_bundles_localised_title_kafka_mission_09"	"击败刑天"	""
"effect_bundles_localised_description_kafka_mission_09"	"我军击败了不可一世的刑天将军，全军上下士气大振！"	""
"effect_bundles_localised_title_ticket_points"	"抽奖券+50"	""
"effect_bundles_localised_description_ticket_points"	"使用抽奖券可以免费抽一次任意奖池。"	""
"effect_bundles_localised_title_ticket_points_5"	"抽奖券+5"	""
"effect_bundles_localised_description_ticket_points_5"	"使用抽奖券可以免费抽一次任意奖池。"	""
"effect_bundles_localised_title_ticket_points_10"	"抽奖券+10"	""
"effect_bundles_localised_description_ticket_points_10"	"使用抽奖券可以免费抽一次任意奖池。"	""
"effect_bundles_localised_title_ticket_points_15"	"抽奖券+15"	""
"effect_bundles_localised_description_ticket_points_15"	"使用抽奖券可以免费抽一次任意奖池。"	""
"effect_bundles_localised_title_ticket_points_20"	"抽奖券+20"	""
"effect_bundles_localised_description_ticket_points_20"	"使用抽奖券可以免费抽一次任意奖池。"	""
"unit_stat_localisations_onscreen_name_stat_num_uses_additional"	"技能可用次数"	""
"land_units_onscreen_name_hlyjp"	"云淡天青"	""
"land_units_onscreen_name_hlyjdingzhid"	"刑天将军"	""
"land_units_onscreen_name_hlyjby"	"C酱"	""
"land_units_onscreen_name_hlyjdingzhie"	"停云"	""
"land_units_onscreen_name_huanlong_flowers"	"即将爆炸！"	""
"projectile_shot_type_enum_tooltip_text_small_arm_heavy"	"七步以外，枪快；七步以内，枪又准又快。"	""
"projectile_shot_type_enum_onscreen_name_small_arm_heavy"	"霰弹"	""
"projectile_shot_type_enum_tooltip_text_small_arm_extended"	"燧石击发产生的火焰点燃装药，从而将这个铁疙瘩发射出去。"	""
"projectile_shot_type_enum_onscreen_name_small_arm_extended"	"标准弹药"	""
"uied_component_texts_localised_string_title_NewState_Text_2000001"	"[[col:flavour]]华夏七星阵[[/col]]"	""
"names_name_438496549"	"那维莱特"	""
"unit_ability_types_onscreen_name_3k_main_ability_feng_minor"	"主动技能"	""
"unit_ability_types_localised_description_3k_main_ability_feng_minor"	"主动技能"	""
"unit_abilities_tooltip_text_3k_main_ability_feng_minor"	"镜流对面前的敌人造成一段溅射伤害。"	""
"unit_abilities_onscreen_name_3k_main_ability_feng_minor"	"无罅飞光"	""
"special_ability_phases_onscreen_name_3k_main_ability_feng_minor"	"无罅飞光"	""
"character_skills_localised_name_3k_main_skill_special_ability_wood_feng_minor"	"无罅飞光"	""
"character_skills_localised_description_3k_main_skill_special_ability_wood_feng_minor"	"主动技能"	""
"effects_description_hlyjckyanzhaojineng"	"技能：无罅飞光 (取代技能 寒川映月)"	""
"unit_ability_types_onscreen_name_hlyjcljineng"	"主动烧血技能"	""
"unit_ability_types_localised_description_hlyjcljineng"	"限制次数：∞"	""
"unit_abilities_tooltip_text_hlyjcljineng"	"释放时，那维莱特会先回复部分生命值，然后持续消耗生命值来发射水柱。"	""
"unit_abilities_onscreen_name_hlyjcljineng"	"如水从平"	""
"special_ability_phases_onscreen_name_hlyjcljineng"	"如水从平"	""
"character_skills_localised_name_hlyjcljineng1"	"最高审判官"	""
"character_skills_localised_description_hlyjcljineng1"	"「抱歉，如有冤屈，我们会尽快查明，但法庭上的规则不容破坏」"	""
"effects_description_hlyjcljineng1"	"技能：如水从平"	""
"unit_ability_types_onscreen_name_hlyjcljineng2"	"终极技能"	""
"unit_ability_types_localised_description_hlyjcljineng2"	"限制次数：∞"	""
"unit_abilities_tooltip_text_hlyjcljineng2"	"那维莱特在身边召唤一段瀑布，并清空自己的技能冷却。"	""
"unit_abilities_onscreen_name_hlyjcljineng2"	"潮水啊，我已归来"	""
"special_ability_phases_onscreen_name_hlyjcljineng2"	"潮水啊，我已归来"	""
"character_skills_localised_name_hlyjcljineng2"	"古海孑遗的权柄"	""
"character_skills_localised_description_hlyjcljineng2"	""	""
"effects_description_hlyjcljineng2"	"技能：潮水啊，我已归来"	""
"ceo_nodes_title_hlyjclyifu"	"澄流正裁"	""
"ceo_nodes_title_3k_main_node_ancillary_armour_cao_zhang_armour_unique"	"曹彰的护甲"	""
"ceo_nodes_title_3k_main_node_ancillary_armour_cao_zhi_armour_unique"	"曹植的护甲"	""
"ceo_nodes_title_3k_main_node_ancillary_armour_liu_shan_armour_unique"	"刘禅的护甲"	""
"ceo_nodes_title_3k_main_node_ancillary_armour_lu_meng_armour_unique"	"吕蒙的护甲"	""
"ceo_nodes_title_3k_main_node_ancillary_armour_cai_yan_armour_unique"	"蔡琰的护甲"	""
"ceo_nodes_title_hlyjdingzhibfujian"	"万世流涌大典"	""
"ceo_nodes_title_hlyjdingzhiatexing"	"魔阴身"	""
"ceo_nodes_title_hlyjclchenghao"	"谕告的潮音"	""
"ceo_nodes_title_3k_main_ceo_node_career_historical_cao_zhi"	"七步成诗"	""
"ceo_nodes_title_3k_main_ceo_node_career_historical_cao_zhang"	"威震塞外"	""
"land_units_onscreen_name_hlyjck"	"镜流"	""
"land_units_onscreen_name_hlyjch"	"钟离"	""
"land_units_onscreen_name_hlyjcl"	"那维莱特"	""
"land_units_onscreen_name_3k_xyy_hero_water_gan_yu"	"甘雨"	""
"land_units_onscreen_name_hlyjci"	"甘雨"	""
"land_units_onscreen_name_cao_zhi"	"曹植"	""
"land_units_onscreen_name_cai_yan"	"蔡琰"	""
"character_skills_localised_name_hlyjckjineng"	"寒川映月"	""
"character_skills_localised_name_hlyjckjineng2"	"古镜照神"	""
"unit_ability_types_onscreen_name_hlyjckjineng2"	"主动技能"	""
"unit_ability_types_localised_description_hlyjckjineng2"	"限制次数：∞"	""
"unit_abilities_tooltip_text_hlyjckjineng2"	"镜流在一定时间内限制敌人的行动。"	""
"unit_abilities_onscreen_name_hlyjckjineng2"	"古镜照神"	""
"special_ability_phases_onscreen_name_hlyjckjineng2"	"古镜照神"	""
"effects_description_hlyjckjineng2"	"技能：古镜照神"	""
"incidents_localised_title_summon_hlyjcl"	"那维莱特"	""
"incidents_localised_description_summon_hlyjcl"	"枫丹的最高审判官，也是逐影庭的首领，严肃而秉公无私。\\n\\n[[b]]属性[[/b]] [[img:icon_hydro]][[/img]][[col:hydro]][[b]]水[[/b]][[/col]]\\n\\n[[col:hydro]][[b]]终极技能：[[/b]][[/col]]潮水啊，我已归来\\n\\n[[col:hydro]][[b]]烧血攻击：[[/b]][[/col]]如水从平\\n\\n[[i]]那维莱特依靠技能「如水从平」打出高额高频伤害，代价是不断消耗自身的生命值，不过不用担心，他在释放这一技能之前会先回复部分生命值。终极技能「潮水啊，我已归来」，会对周围的敌军造成伤害且无友伤，同时清空那维莱特自己的技能冷却时间。[[/i]]"	""
"incidents_localised_title_liu_biao_vassalise_recipient"	"投靠刘表"	""
"incidents_localised_description_liu_biao_vassalise_recipient"	"如今我军不敌曹操，在北方已没有立足之地，好在荆州牧刘表愿意收容，答应给我安身立命之地。我等必会报答刘表收容之恩！"	""
"mod_xyy_store_tooltip"	"客官，此项需要花费[[b]]%1[[/b]]"	""
"mod_xyy_store_main_tooltip_sold_out"	"该奖池的道具已售罄！"	""
"mod_xyy_store_main_message_sold_out"	"该奖池的剩余道具不足，购买失败！"	""
"mod_kafka_mission_01_message"	"主公，您已答应将与卡芙卡一同出征，[[col:effect_icon_supplement_negative]]请加入卡芙卡的军队并且让卡芙卡领军[[/col]]！"	""
"mod_xyy_store_main_tooltip_close_button"	"关闭"	""
"mod_xyy_store_main_button_cropper"	"[[col:copper]]铜装[[/col]]"	""
"mod_xyy_store_main_button_silver"	"[[col:silver]]银装[[/col]]"	""
"mod_xyy_store_main_button_gold"	"[[col:gold]]金装[[/col]]"	""
"mod_xyy_store_main_button_weapon"	"武器"	""
"mod_xyy_store_main_button_armor"	"护甲"	""
"mod_xyy_store_main_button_mount"	"马匹"	""
"mod_xyy_store_main_button_follower"	"随从"	""
"mod_xyy_store_main_button_accessory"	"附件"	""
"mod_xyy_store_main_message_main_welcome"	"[[col:flavour]]逍遥游商店[[/col]]：客官，想要什么请挑选吧！"	""
"mod_xyy_store_main_message_is_mp"	"[[col:flavour]]逍遥游商店[[/col]]：多人模式下只能在回合开始时抽取角色！"	""
"mod_xyy_store_main_message_main_purchase"	"谢谢惠顾，您花费了：[[col:gold]][[b]]%1[[/b]][[/col]],恭喜您抽到了：[[col:%2]]%3[[/col]]，保底数：[%4/50]。"	""
"mod_xyy_store_main_message_purchase"	"谢谢惠顾，您花费了：[[col:gold]][[b]]%1[[/b]][[/col]],恭喜您抽到了：[[col:%2]]%3[[/col]]。"	""
"mod_xyy_store_main_message_with_tickets"	"谢谢惠顾，您花费了：[[col:gold]][[b]]%1[[/b]][[/col]]抽奖券,恭喜您抽到了：[[col:%2]]%3[[/col]]，剩余%4抽奖券。"	""
"mod_xyy_store_main_message_with_ticket"	"谢谢惠顾，您花费了：[[col:gold]][[b]]%1[[/b]][[/col]]抽奖券,恭喜您抽到了：[[col:%2]]%3[[/col]]，剩余%4抽奖券。"	""
"mod_xyy_store_main_message_main_with_tickets"	"谢谢惠顾，您花费了：[[col:gold]][[b]]%1[[/b]][[/col]]抽奖券,恭喜您抽到了：[[col:%2]]%3[[/col]]，保底数：[%4/50]，剩余%5抽奖券。"	""
"mod_xyy_store_main_message_main_with_ticket"	"谢谢惠顾，您花费了：[[col:gold]][[b]]%1[[/b]][[/col]]抽奖券,恭喜您抽到了：[[col:%2]]%3[[/col]]，保底数：[%4/50]，剩余%5抽奖券。"	""
"mod_xyy_store_main_message_welcome"	"欢迎光临[[col:gold]]逍遥游商店[[/col]]，最新的抽奖池已经推出，可以随机抽取到装备，甚至可以抽到[[col:gold]]传奇武将[[/col]]！"	""
"mod_xyy_store_main_message_no_money"	"[[col:red]]您的钱不够了，请适量购买哦[[/col]] [[b]]%1[[/b]]"	""
"mod_xyy_the_seven_kings_unknown"	"未知人物"	""
"mod_xyy_the_seven_kings_hlyjp"	"云淡天青\\n[[col:flavour]][[b]]天枢贪狼[[/b]][[/col]]\\n\\n七王之首，唯有七王团结一致，方可一统天下，对满意度、公共秩序有一定加成。"	""
"mod_xyy_the_seven_kings_hlyjt"	"伍腾龙\\n[[col:flavour]][[b]]天璇巨门[[/b]][[/col]]\\n\\n阴谋之王，阴险狡诈，可以布置和强化间谍情报网。"	""
"mod_xyy_the_seven_kings_hlyjm"	"炽燚\\n[[col:flavour]][[b]]天玑禄存[[/b]][[/col]]\\n\\n侵略之王，进攻时士气高昂，对军队行动点数、骑兵士气、部队杀伤等进攻有一系列加成。"	""
"mod_xyy_the_seven_kings_hlyjl"	"南宫淼\\n[[col:flavour]][[b]]天权文曲[[/b]][[/col]]\\n\\n学术之王，博古通今，对外交、商业、工业、农业、将领和部曲经验都有加成。"	""
"mod_xyy_the_seven_kings_hlyjo"	"逸豪\\n[[col:flavour]][[b]]玉衡廉贞[[/b]][[/col]]\\n\\n防御之王，防守时士气高昂，对军队士气、防御、减伤都有一定加成。"	""
"mod_xyy_the_seven_kings_hlyjj"	"李长寿\\n[[col:flavour]][[b]]开阳武曲[[/b]][[/col]]\\n\\n军事之王，攻守兼备，野心极大，对军队维护、招募、部队补员有一定加成。"	""
"mod_xyy_the_seven_kings_hlyjq"	"狐妹\\n[[col:flavour]][[b]]摇光破军[[/b]][[/col]]\\n\\n术法之王，擅长各类法术，对武将技能的冷却时间有一定加成。"	""
"mod_xyy_the_seven_kings_new_character"	"PLACEHOLDER"	""
"unit_ability_types_onscreen_name_hlyjckjineng"	"终极技能"	""
"unit_ability_types_localised_description_hlyjckjineng"	"限制次数：∞"	""
"unit_abilities_tooltip_text_hlyjckjineng"	"镜流发动攻击，对前方范围内的敌方单位造成杀伤。"	""
"unit_abilities_onscreen_name_hlyjckjineng"	"昙华生灭，天河泻梦"	""
"special_ability_phases_onscreen_name_hlyjckjineng"	"昙华生灭，天河泻梦"	""
"character_skills_localised_name_3k_main_skill_hlyjckjineng"	"昙华生灭，天河泻梦"	""
"character_skills_localised_description_3k_main_skill_hlyjckjineng"	"终极技能"	""
"effects_description_hlyjckjineng"	"技能：昙华生灭，天河泻梦"	""
"unit_ability_types_onscreen_name_lock_skill"	"被动减益"	""
"unit_ability_types_localised_description_lock_skill"	"断肠消魂"	""
"unit_abilities_tooltip_text_lock_skill"	"众将士见此情此景，皆潸然泪下，沉默不语，无心再战。"	""
"unit_abilities_onscreen_name_lock_skill"	"断肠消魂"	""
"special_ability_phases_onscreen_name_lock_skill"	"断肠消魂"	""
"character_skills_localised_name_cai_yan_skill_01"	"断肠消魂"	""
"character_skills_localised_description_cai_yan_skill_01"	"众将士见此情此景，皆潸然泪下，沉默不语，无心再战。"	""
"effects_description_lock_skill"	"技能：断肠消魂"	""
"unit_ability_types_onscreen_name_cai_yan_skill_02"	"被动增益"	""
"unit_ability_types_localised_description_cai_yan_skill_02"	"悲挽之诗"	""
"unit_abilities_tooltip_text_cai_yan_skill_02"	"悲歌可以当泣，远望可以当归。"	""
"unit_abilities_onscreen_name_cai_yan_skill_02"	"悲挽之诗"	""
"special_ability_phases_onscreen_name_cai_yan_skill_02"	"悲挽之诗"	""
"character_skills_localised_name_cai_yan_skill_02"	"悲挽之诗"	""
"character_skills_localised_description_cai_yan_skill_02"	"悲歌可以当泣，远望可以当归。"	""
"effects_description_cai_yan_skill_02"	"技能：悲挽之诗"	""
"unit_ability_types_onscreen_name_cao_zhi_skill_01"	"被动增益"	""
"unit_ability_types_localised_description_cao_zhi_skill_01"	"把酒言欢"	""
"unit_abilities_tooltip_text_cao_zhi_skill_01"	"「置酒高殿上，亲交从我游。中厨办丰膳，烹羊宰肥牛。乐饮过三爵，缓带倾庶羞。主称千年寿，宾奉万年酬。」"	""
"unit_abilities_onscreen_name_cao_zhi_skill_01"	"把酒言欢"	""
"special_ability_phases_onscreen_name_cao_zhi_skill_01"	"把酒言欢"	""
"character_skills_localised_name_cao_zhi_skill_01"	"把酒言欢"	""
"character_skills_localised_description_cao_zhi_skill_01"	"「置酒高殿上，亲交从我游。中厨办丰膳，烹羊宰肥牛。乐饮过三爵，缓带倾庶羞。主称千年寿，宾奉万年酬。」"	""
"effects_description_cao_zhi_skill_01"	"技能：把酒言欢"	""
"unit_ability_types_onscreen_name_cao_zhi_skill_02"	"主动增益"	""
"unit_ability_types_localised_description_cao_zhi_skill_02"	"本自同根"	""
"unit_abilities_tooltip_text_cao_zhi_skill_02"	"「煮豆持作羹，漉菽以为汁。萁在釜下燃，豆在釜中泣。本自同根生，相煎何太急？」"	""
"unit_abilities_onscreen_name_cao_zhi_skill_02"	"本自同根"	""
"special_ability_phases_onscreen_name_cao_zhi_skill_02"	"本自同根"	""
"character_skills_localised_name_cao_zhi_skill_02"	"本自同根"	""
